55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835213,12.5854702
55.6835175,12.5854702
55.6835175,12.5854702
55.6835175,12.5854702
55.6835175,12.5854702
55.6835175,12.5854702
55.6835175,12.5854702
55.6835175,12.5854702
55.6835175,12.5854702
55.6835175,12.5854702
55.6835175,12.5854702
55.6835175,12.5854702
55.6835175,12.5854702
55.6835175,12.5854702
55.6835175,12.5854702
55.6835175,12.5854702
55.6835175,12.5854702
